API 10/UWI,OFS Region,State/Province,County/Parish,District,Land/Offshore,Contractor Name,Rig Name/Number,Draw Works,Rated HP,Power Type,Mobility,Operator Name,Lease Name,Well Number,Spud Date,Rig Latitude (WGS84),Rig Longitude (WGS84),Permit Number,Permit Approval Date,Permit Posted Date,Permit Depth,Permit Type,Well Type,Drill Type,Field,Formation,Formation Depth,Section,Township,Range,Block,Survey,Abstract,H2S Area,Contractor Contact,Contractor phone,Contractor Email,Contractor Address,Contractor City,Contractor State,Contractor Zip,Contractor Website,Operator Contact,Operator Phone,Operator Address,Operator City,Operator State,Operator Zip,Temporary Location,Directions to Location,Rig ID
0403063785,WEST COAST,California,KERN (CA),,land,"Ensign Energy Services, Inc.",Ensign 517,Shop Built Hopper Hoist,250,MECH,None,"Sentinel Peak Resources California, LLC",TUMBADOR,167,5/28/2018,35.2216448,-119.582521,TEMP1358097540,4/14/2018,,,Other,OIL & GAS,V,MIDWAY-SUNSET,NOT REPORTED,,23,31S,22.0E,,,,,Larry Lorenz,800-886-3898,,"1700 Broadway, Ste 777",Denver,CO,80290,http://www.ensignenergy.com,THOMAS CRUISE,661-395-5204,"1200 DISCOVERY DRIVE, SUITE 500 ",BAKERSFIELD,CA,93309,N,"1. Head north on Truxtun Ave toward Truxtun Ave (Distance: 2.1 miles, Est. Time: 0:05:19); 2. Take the ramp to Westside Pkwy (Distance: 0.5 miles, Est. Time: 0:00:33); 3. Continue onto Westside Pkwy (Distance: 6.6 miles, Est. Time: 0:05:59); 4. Continue onto Stockdale Hwy (Distance: 4.3 miles, Est. Time: 0:04:56); 5. Turn left onto CA-43 S/Enos Ln (Distance: 6.0 miles, Est. Time: 0:06:52); 6. Turn right onto CA-119 W (Distance: 13.4 miles, Est. Time: 0:14:21); 7. Turn right onto Midway Rd (Distance: 4.1 miles, Est. Time: 0:04:56); 8. Turn right onto CA-33 N (Distance: 3.7 miles, Est. Time: 0:03:58); 9. Turn left (Distance: 0.6 miles, Est. Time: 0:02:24); 10. Slight right (Distance: 397.0 feet, Est. Time: 0:00:24); Total Distance: 41.5 miles, Total Est. Time: 0:49:42; Rig is located 890.8 feet to the W.",259
0403063548,WEST COAST,California,KERN (CA),,land,"Ensign Energy Services, Inc.",Ensign 530,Ensign ADR 200,628,MECH,Skid,"CALIFORNIA RESOURCES ELK HILLS, LLC",(N/A),4-3A-36B,6/1/2018,35.1906306,-119.4578326,TEMP2099940428,2/3/2018,,,NewDrill,OIL,V,BUENA VISTA,UPPER (UNDIFFERENTIATED),0,36,31.0S,23.0E,,,,,Larry Lorenz,800-886-3898,,"1700 Broadway, Ste 777",Denver,CO,80290,http://www.ensignenergy.com,KAYLA KENDIG,661-529-4271,11109 RIVER RUN BLVD ,BAKERSFIELD,CA,93311,N,"1. Head north on Truxtun Ave toward Truxtun Ave (Distance: 2.1 miles, Est. Time: 0:05:19); 2. Take the ramp to Westside Pkwy (Distance: 0.5 miles, Est. Time: 0:00:33); 3. Continue onto Westside Pkwy (Distance: 6.6 miles, Est. Time: 0:05:59); 4. Continue onto Stockdale Hwy (Distance: 4.3 miles, Est. Time: 0:04:56); 5. Turn left onto CA-43 S/Enos Ln (Distance: 6.0 miles, Est. Time: 0:06:52); 6. Turn right onto CA-119 W (Distance: 12.7 miles, Est. Time: 0:13:29); 7. Turn right onto Elk Hills Rd (Distance: 810.4 feet, Est. Time: 0:00:20); 8. Turn left onto Byers Way (Distance: 0.7 miles, Est. Time: 0:02:41); Total Distance: 33.2 miles, Total Est. Time: 0:40:09; Rig is located 0.3 miles to the N.",261
0403063650,WEST COAST,California,KERN (CA),,land,"Ensign Energy Services, Inc.",Ensign 532,Ensign ADR 200,628,MECH,,"SENTINEL PEAK RESOURCES CALIFORNIA, LLC",STAR FEE,E29-1,5/29/2018,35.3411217,-119.6582674,TEMP1330280073,3/3/2018,,,NewDrill,CYCLIC STEAM,V,CYMRIC,REEF RIDGE-ANTELOPE,0,6,30S,22.0E,,,,,Larry Lorenz,800-886-3898,,"1700 Broadway, Ste 777",Denver,CO,80290,http://www.ensignenergy.com,THOMAS CRUISE,661-395-5204,"1200 DISCOVERY DRIVE, SUITE 500 ",BAKERSFIELD,CA,93309,N,"1. Head north on Truxtun Ave toward Truxtun Ave (Distance: 2.1 miles, Est. Time: 0:05:19); 2. Take the ramp to Westside Pkwy (Distance: 0.5 miles, Est. Time: 0:00:33); 3. Continue onto Westside Pkwy (Distance: 6.6 miles, Est. Time: 0:05:59); 4. Continue onto Stockdale Hwy (Distance: 8.9 miles, Est. Time: 0:10:12); 5. Merge onto I-5 N via the ramp to Sacramento (Distance: 4.8 miles, Est. Time: 0:04:22); 6. Take exit 257 toward CA-58/Buttonwillow/McKitrick (Distance: 1273.0 feet, Est. Time: 0:00:38); 7. Turn right onto Tracy Ave (Distance: 0.3 miles, Est. Time: 0:01:18); 8. Turn right onto CA-58 W (Distance: 16.5 miles, Est. Time: 0:19:47); 9. Turn right onto Reward Rd (Distance: 1.7 miles, Est. Time: 0:02:28); 10. Turn right onto Franco Western Rd (Distance: 1.8 miles, Est. Time: 0:03:09); Total Distance: 43.4 miles, Total Est. Time: 0:53:45; Rig is located 0.4 miles to the NW.",263
0423730396,WEST COAST,California,LOS ANGELES (CA),,land,"Ensign Energy Services, Inc.",Ensign 533,RR A11V260,800,AC,,TIDELANDS OIL PROD. CO.,OSM,034,5/20/2018,33.7580681,-118.2057884,TEMP333969366,3/24/2018,,,NewDrill,OIL,V,WILMINGTON,TAR,0,11,05.0S,13.0W,,,,,Larry Lorenz,800-886-3898,,"1700 Broadway, Ste 777",Denver,CO,80290,http://www.ensignenergy.com,HAROLD BEAN PERSINGER,562-624-3400,111 W OCEAN BLVD STE 800 ,LONG BEACH,CA,90802,N,"1. Head southeast on W 1st St toward N Main St (Distance: 462.6 feet, Est. Time: 0:00:30); 2. Turn left onto N Los Angeles St (Distance: 0.3 miles, Est. Time: 0:01:17); 3. Turn right to merge onto US-101 S toward Interstate 10 Fwy E/Interstate 5 Fwy S (Distance: 0.8 miles, Est. Time: 0:01:11); 4. Keep left at the fork to continue on San Bernardino Fwy, follow signs for San Bernardino/Interstate 10 E (Distance: 1.2 miles, Est. Time: 0:01:15); 5. Continue onto I-10 E/San Bernardino Fwy (Distance: 1.8 miles, Est. Time: 0:01:38); 6. Take exit 21 for I-710 N/I-710 S toward Valley Bl/Long Beach (Distance: 0.4 miles, Est. Time: 0:00:28); 7. Keep right at the fork, follow signs for Interstate 710 S/Long Beach and merge onto I-710 S (Distance: 20.6 miles, Est. Time: 0:20:34); 8. Keep left to stay on I-710 S (Distance: 0.4 miles, Est. Time: 0:00:40); 9. Continue onto Exit 1A (signs for Piers F-J/Queen Mary) (Distance: 0.5 miles, Est. Time: 0:00:51); 10. Keep right, follow signs for Piers F Gwest/Pico Ave and merge onto Pico Ave (Distance: 0.7 miles, Est. Time: 0:01:16); 11. Turn right onto Harbor Plaza/W Van Camp St (Distance: 574.1 feet, Est. Time: 0:00:20); 12. Turn right onto Pier F AveDestination will be on the right (Distance: 866.1 feet, Est. Time: 0:00:37); Total Distance: 27.1 miles, Total Est. Time: 0:30:37; Rig is located 223.6 feet to the E.",264
0403063567,WEST COAST,California,KERN (CA),,land,"Ensign Energy Services, Inc.",Ensign 536,Ensign ADR 300,900,AC,Skid,"CALIFORNIA RESOURCES ELK HILLS, LLC",(N/A),672-26B,5/17/2018,35.2061189,-119.4698806,TEMP1395564537,3/10/2018,,,NewDrill,OIL,V,BUENA VISTA,ANTELOPE SHALE-WEST DOME,0,26,31.0S,23.0E,,,,,Larry Lorenz,800-886-3898,,"1700 Broadway, Ste 777",Denver,CO,80290,http://www.ensignenergy.com,KAYLA KENDIG,661-529-4271,11109 RIVER RUN BLVD ,BAKERSFIELD,CA,93311,N,"1. Head north on Truxtun Ave toward Truxtun Ave (Distance: 2.1 miles, Est. Time: 0:05:19); 2. Take the ramp to Westside Pkwy (Distance: 0.5 miles, Est. Time: 0:00:33); 3. Continue onto Westside Pkwy (Distance: 6.6 miles, Est. Time: 0:05:59); 4. Continue onto Stockdale Hwy (Distance: 4.3 miles, Est. Time: 0:04:56); 5. Turn left onto CA-43 S/Enos Ln (Distance: 6.0 miles, Est. Time: 0:06:52); 6. Turn right onto CA-119 W (Distance: 12.7 miles, Est. Time: 0:13:29); 7. Turn right onto Elk Hills Rd (Distance: 810.4 feet, Est. Time: 0:00:20); 8. Turn left onto Byers Way (Distance: 1.0 miles, Est. Time: 0:03:39); 9. Turn right (Distance: 0.7 miles, Est. Time: 0:02:32); 10. Slight right (Distance: 0.7 miles, Est. Time: 0:02:47); 11. Slight right (Distance: 0.4 miles, Est. Time: 0:01:35); 12. Slight right (Distance: 193.6 feet, Est. Time: 0:00:13); Total Distance: 35.3 miles, Total Est. Time: 0:48:14; Rig is located 0.4 miles to the E.",267
0403033873,WEST COAST,California,KERN (CA),,land,Key Energy Services,Key 513,Crown CE-1000SD,1000,,,"CALIFORNIA RESOURCES ELK HILLS, LLC",MCNEE,6-7W-36B,4/6/2018,35.1831043,-119.4564272,TEMP500799528,9/17/2016,,,Other,WATER,V,BUENA VISTA,UPPER (UNDIFFERENTIATED),0,36,31.0S,23.0E,,,,,Tom Smith,432-488-2922,tsmith04@keyenergy.com,12500 East I-20 West,Odessa,TX,79765,http://www.keyenergy.com,,661-869-8000,1117 RIVER RUN BLVD ,BAKERSFIELD,CA,93311,N,"1. Head north on Truxtun Ave toward Truxtun Ave (Distance: 2.1 miles, Est. Time: 0:05:19); 2. Take the ramp to Westside Pkwy (Distance: 0.5 miles, Est. Time: 0:00:33); 3. Continue onto Westside Pkwy (Distance: 6.6 miles, Est. Time: 0:05:59); 4. Continue onto Stockdale Hwy (Distance: 4.3 miles, Est. Time: 0:04:56); 5. Turn left onto CA-43 S/Enos Ln (Distance: 6.0 miles, Est. Time: 0:06:52); 6. Turn right onto CA-119 W (Distance: 13.4 miles, Est. Time: 0:14:21); 7. Turn right onto Midway Rd (Distance: 141.1 feet, Est. Time: 0:00:04); 8. Turn rightDestination will be on the left (Distance: 0.3 miles, Est. Time: 0:01:12); Total Distance: 33.3 miles, Total Est. Time: 0:39:16; Rig is located 463.5 feet to the SW.",1517
0505106061,ROCKIES,Colorado,GUNNISON (CO),,land,Aztec Drilling,Aztec 980,Loadcraft LCI-1000T,1000,MECH,,SG INTERESTS I LTD,FALCON SEABOARD 11-90-11,2,5/23/2018,39.1102264,-107.4102418,401446031,12/18/2017,,6952,NewDrill,CBM,H,WILDCAT,CAMEO,,11,11.0S,90.0W,,,,,Stewart Peterson,505-334-6194,speterson@aztecwell.com,300 Legion Road,Aztec,NM,87410,http://www.aztecwell.com,TRACY ARNETT,970-385-0696,100 WAUGH DR SUITE 400 ,HOUSTON,CO,77007,N,,1459
0506709984,ROCKIES,Colorado,LA PLATA (CO),,land,Aztec Drilling,Aztec 920,BW Hyduke 460K,1000,MECH,None,BP AMERICA PROD,TIFFANY,5-Feb,5/25/2018,37.0971256,-107.5271045,401042967,6/17/2016,,7659,NewDrill,OTHER,H,IGNACIO BLANCO,FRUITLAND COAL,0,17,33.0N,06.0W,,,,,Stewart Peterson,505-334-6194,speterson@aztecwell.com,300 Legion Road,Aztec,NM,87410,http://www.aztecwell.com,NAOMI AZULAI,970-375-7511,380 AIRPORT RD ,DURANGO,CO,81303,N,"1. Head north on Main Ave toward E 11th St (Distance: 98.4 feet, Est. Time: 0:00:06); 2. Continue straight to stay on Main Ave (Distance: 397.0 feet, Est. Time: 0:00:25); 3. Turn left onto W 12th St (Distance: 423.2 feet, Est. Time: 0:00:52); 4. Turn left onto Camino Del Rio (Distance: 0.6 miles, Est. Time: 0:01:49); 5. Keep left to continue on US-550 S (Distance: 4.4 miles, Est. Time: 0:06:25); 6. Continue onto US-160 E (Distance: 767.7 feet, Est. Time: 0:00:15); 7. Keep left to stay on US-160 E (Distance: 2.9 miles, Est. Time: 0:03:36); 8. Turn right onto CO-172 S (Distance: 15.8 miles, Est. Time: 0:18:10); 9. Turn left onto CO-151 E (Distance: 6.1 miles, Est. Time: 0:07:03); Total Distance: 30.1 miles, Total Est. Time: 0:38:41; Rig is located 1.1 miles to the NE.",1468
0506709968,ROCKIES,Colorado,LA PLATA (CO),,land,Aztec Drilling,Aztec 507,Walker-Neer Apache 250-40-H,475,MECH,Walking,BP AMERICA PRODUCTION COMPANY,Quiver 33-7-9,4,5/20/2018,37.1122185,-107.6242261,401614767,5/25/2018,,6997,NewDrill,OTHER,H,IGNACIO BLANCO,FRFUITLAND COAL,0,8,33N,07.0W,,,,,Stewart Peterson,505-334-6194,speterson@aztecwell.com,300 Legion Road,Aztec,NM,87410,http://www.aztecwell.com,NAOMI AZULAI,970-375-7511,380 AIRPORT RD ,DURANGO,CO,81303,N,"1. Head north on Main Ave toward E 11th St (Distance: 98.4 feet, Est. Time: 0:00:06); 2. Continue straight to stay on Main Ave (Distance: 397.0 feet, Est. Time: 0:00:25); 3. Turn left onto W 12th St (Distance: 423.2 feet, Est. Time: 0:00:52); 4. Turn left onto Camino Del Rio (Distance: 0.6 miles, Est. Time: 0:01:49); 5. Keep left to continue on US-550 S (Distance: 4.4 miles, Est. Time: 0:06:25); 6. Continue onto US-160 E (Distance: 767.7 feet, Est. Time: 0:00:15); 7. Keep left to stay on US-160 E (Distance: 2.9 miles, Est. Time: 0:03:36); 8. Turn right onto CO-172 S (Distance: 15.8 miles, Est. Time: 0:18:10); 9. Turn left onto CO-151 E (Distance: 0.5 miles, Est. Time: 0:01:01); 10. Turn right onto Co Rd 321 (Distance: 1102.4 feet, Est. Time: 0:00:28); Total Distance: 24.7 miles, Total Est. Time: 0:33:07; Rig is located 636.9 feet to the SW.",1478
0512346285,ROCKIES,Colorado,WELD (CO),,land,Precision Drilling Corporation,Precision 562,Alta Rig ARS-1205-AC,1500,AC,Walking,SRC ENERGY INC,TROUDT,21C-29-L,5/27/2018,40.4607387,-104.7672298,TEMP1076553489,1/15/2018,,16506,NewDrill,OIL,H,WATTENBERG,CODELL,0,27,06.0N,66.0W,,,,,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,ERIN EKBLAD,720-616-4319,1675 BROADWAY SUITE 2600 ,DENVER,CO,80202,N,"1. Head north on 19th Ave toward 9th St (Distance: 262.5 feet, Est. Time: 0:00:29); 2. Turn left at the 1st cross street onto 9th St (Distance: 0.3 miles, Est. Time: 0:01:08); 3. Slight right to stay on 9th St (Distance: 413.4 feet, Est. Time: 0:00:16); 4. Turn right at the 1st cross street onto 23rd Ave (Distance: 0.3 miles, Est. Time: 0:00:57); 5. Turn left onto W 4th St (Distance: 3.1 miles, Est. Time: 0:06:13); 6. Turn right onto 59th Ave (Distance: 2.2 miles, Est. Time: 0:03:21); Total Distance: 6.0 miles, Total Est. Time: 0:12:24; Rig is located 0.5 miles to the E.",1253
0512346247,ROCKIES,Colorado,WELD (CO),,land,Precision Drilling Corporation,Precision 564,Alta Rig ARS-1205-AC,1500,AC,Walking,KERR MCGEE OIL & GAS ONSHORE LP,VERDE,13-7HZ,5/27/2018,40.0562381,-104.7257835,TEMP1540290782,1/9/2018,,18740,NewDrill,GAS,H,WATTENBERG,CODELL,0,13,01.0N,66.0W,,,,,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,CRAIG RICHARDSON,720-929-6092,PO BOX 173779 ,DENVER,CO,80217,N,"1. Head north on 19th Ave toward 9th St (Distance: 262.5 feet, Est. Time: 0:00:29); 2. Turn left at the 1st cross street onto 9th St (Distance: 597.1 feet, Est. Time: 0:00:46); 3. Turn left onto 21st Ave (Distance: 492.1 feet, Est. Time: 0:00:34); 4. Turn left at the 1st cross street onto 10th St (Distance: 1.1 miles, Est. Time: 0:03:16); 5. Turn right onto 8th Ave (Distance: 0.3 miles, Est. Time: 0:00:53); 6. Turn left at the 3rd cross street onto 13th St (Distance: 0.6 miles, Est. Time: 0:01:51); 7. Turn right onto US-85 S (Distance: 1.4 miles, Est. Time: 0:02:38); 8. Take the US-34 E ramp on the left to Ft Morgan (Distance: 0.8 miles, Est. Time: 0:01:11); 9. Continue onto US-34 E (Distance: 4.0 miles, Est. Time: 0:03:56); 10. Slight right toward Co Rd 49 (Distance: 410.1 feet, Est. Time: 0:00:11); 11. Turn right onto Co Rd 49 (Distance: 19.9 miles, Est. Time: 0:18:38); 12. Turn right to merge onto I-76 W (Distance: 2.9 miles, Est. Time: 0:02:34); 13. Take exit 31 for CO-52 toward Hudson (Distance: 961.3 feet, Est. Time: 0:00:25); 14. Turn right onto CO-52 W/State Hwy 52 W/Main StContinue to follow CO-52 W/State Hwy 52 W (Distance: 3.8 miles, Est. Time: 0:04:27); 15. Turn left onto Co Rd 37 (Distance: 1.5 miles, Est. Time: 0:02:00); 16. Turn right onto Co Rd 10 (Distance: 0.4 miles, Est. Time: 0:00:50); 17. Turn left (Distance: 889.1 feet, Est. Time: 0:01:09); Total Distance: 37.3 miles, Total Est. Time: 0:45:48; Rig is located 828.2 feet to the W.",1255
0512346587,ROCKIES,Colorado,WELD (CO),,land,"Ensign Energy Services, Inc.",Ensign 153,Pacific Rim 1500-AC,1500,AC,Walking,CRESTONE PEAK RESOURCES OPERATING LLC,Davis,1D-9H-G266,5/31/2018,40.1540923,-104.7781619,TEMP1134767407,3/23/2018,,14885,NewDrill,OIL,H,WATTENBERG,CODELL,0,9,02N,66.0W,,,,,Mel Curtis,800-886-3898,,"1700 Broadway, Ste 777",Denver,CO,80290,http://www.ensignenergy.com,TOBY SACHEN,720-410-8494,1801 CALIFORNIA STREET #2500 ,DENVER,CO,80202,N,"1. Head north on 19th Ave toward 9th St (Distance: 262.5 feet, Est. Time: 0:00:29); 2. Turn left at the 1st cross street onto 9th St (Distance: 597.1 feet, Est. Time: 0:00:46); 3. Turn left onto 21st Ave (Distance: 492.1 feet, Est. Time: 0:00:34); 4. Turn left at the 1st cross street onto 10th St (Distance: 1.1 miles, Est. Time: 0:03:16); 5. Turn right onto 8th Ave (Distance: 1.5 miles, Est. Time: 0:04:17); 6. Slight left onto US-85 BUS S (Distance: 1.0 miles, Est. Time: 0:01:43); 7. Continue onto US-85 S (Distance: 15.7 miles, Est. Time: 0:18:31); 8. Continue straight to stay on US-85 S (Distance: 3.4 miles, Est. Time: 0:03:07); 9. Turn left onto Co Rd 22 (Distance: 2.0 miles, Est. Time: 0:02:53); 10. Turn left onto Co Rd 31 (Distance: 0.7 miles, Est. Time: 0:02:25); 11. Turn left onto Mose Davis Lakes Access Roads (Distance: 0.5 miles, Est. Time: 0:02:33); Total Distance: 26.2 miles, Total Est. Time: 0:40:34; Rig is located 1193.1 feet to the E.",1695
0500507343,ROCKIES,Colorado,ARAPAHOE (CO),,land,"True Drilling, LLC",True 33,Prep 1500 AC,1500,AC,,HIGHLANDS NATURAL RESOURCES CORPORATION,Buckskin,5-64 15-16-1BHZ,5/10/2018,39.6147338,-104.5309264,TEMP1025067349,3/2/2018,,18027,NewDrill,OIL,H,WILDCAT,NIOBRARA,,15,05S,64.0W,,,,,"Frank Taylor, Jr",307-237-9301,frank.taylor@truecos.com,455 N Poplar,Casper,WY,82602,http://www.truecos.com,ERIC ANDERSON,(303)928-7128,2401 EAST 2ND AVENUE SUITE 150 ,DENVER,CO,80206,N,"1. Head south (Distance: 32.8 feet, Est. Time: 0:00:01); 2. Turn left toward S Prince St (Distance: 114.8 feet, Est. Time: 0:00:13); 3. Turn left at the 1st cross street onto S Prince St (Distance: 0.5 miles, Est. Time: 0:02:13); 4. Turn right onto S Santa Fe Dr (Distance: 554.5 feet, Est. Time: 0:00:18); 5. Exit onto CO-88 E/W Belleview AveContinue to follow W Belleview Ave (Distance: 6.2 miles, Est. Time: 0:13:30); 6. Turn left onto the Interstate 25 N ramp (Distance: 1151.6 feet, Est. Time: 0:00:43); 7. Keep right at the fork, follow signs for Interstate 225 N (Distance: 0.5 miles, Est. Time: 0:00:38); 8. Keep left, follow signs for I-225 N/I-70/Limon (Distance: 0.5 miles, Est. Time: 0:00:29); 9. Continue onto I-225 N (Distance: 3.0 miles, Est. Time: 0:02:40); 10. Take exit 4 to merge onto CO-83 S/S Parker Rd (Distance: 2.0 miles, Est. Time: 0:03:15); 11. Turn left onto E Quincy AvePass by McDonald's (on the right in 2.0 mi) (Distance: 16.0 miles, Est. Time: 0:23:50); 12. Turn right onto S Manilla Rd (Distance: 1.0 miles, Est. Time: 0:02:42); Total Distance: 30.0 miles, Total Est. Time: 0:50:32; Rig is located 0.9 miles to the S.",1834
0512346584,ROCKIES,Colorado,WELD (CO),,land,"Xtreme Drilling, Inc.",Xtreme 11,Pacific Rim DL-1,600,AC,Skid,EXTRACTION OIL & GAS INC,Enright,15N,6/2/2018,40.3066707,-105.0442529,TEMP1468513269,3/23/2018,,13853,NewDrill,OIL,H,WATTENBERG,NIOBRARA,0,18,04N,68.0W,,,,,Jeremiah Jones,281-994-4600,jjones@xdccorp.com,9811 Katy Freewy Ste 225,Houston,TX,77024,http://www.xtremedrillingcorp.com,ALYSSA ANDREWS,720-481-2379,370 17TH ST SUITE 5300 ,DENVER,CO,80202,N,"1. Head north on 19th Ave toward 9th St (Distance: 262.5 feet, Est. Time: 0:00:29); 2. Turn left at the 1st cross street onto 9th St (Distance: 0.4 miles, Est. Time: 0:01:49); 3. Slight right onto US-34 BUS W/W 10th StContinue to follow US-34 BUS WPass by O'Reilly Auto Parts (on the right in 0.9 mi) (Distance: 8.0 miles, Est. Time: 0:12:34); 4. Keep left at the fork and merge onto US-34 W (Distance: 6.8 miles, Est. Time: 0:07:54); 5. Take the Interstate 25 S exit toward Denver (Distance: 843.2 feet, Est. Time: 0:00:20); 6. Merge onto I-25 S (Distance: 6.9 miles, Est. Time: 0:05:53); 7. Take exit 250 for CO-56 W toward Berthoud (Distance: 1076.1 feet, Est. Time: 0:00:19); 8. Turn right onto CO-56 W/E State Hwy 56 (Distance: 3.3 miles, Est. Time: 0:03:27); Total Distance: 25.9 miles, Total Est. Time: 0:32:45; Rig is located 646.2 feet to the N.",1986
0512346472,ROCKIES,Colorado,WELD (CO),,land,"Xtreme Drilling, Inc.",Xtreme 19,Rig Master E80 AC,1500,AC,Skid,BONANZA CREEK ENERGY OPERATING COMPANY LLC,State North Platte,F11-35-2XRLNB,5/12/2018,40.3671999,-104.4070535,TEMP48394939,3/9/2018,,16639,NewDrill,OIL,H,WATTENBERG,NIOBRARA,0,26,05N,63.0W,,,,,Jeremiah Jones,281-994-4600,jjones@xdccorp.com,9811 Katy Freewy Ste 225,Houston,TX,77024,http://www.xtremedrillingcorp.com,BRIAN DODEK,720-225-6653,410 17TH STREET  SUITE #1400 ,DENVER,CO,80202,N,"1. Head north on 19th Ave toward 9th St (Distance: 262.5 feet, Est. Time: 0:00:29); 2. Turn left at the 1st cross street onto 9th St (Distance: 597.1 feet, Est. Time: 0:00:46); 3. Turn left onto 21st Ave (Distance: 492.1 feet, Est. Time: 0:00:34); 4. Turn left at the 1st cross street onto 10th St (Distance: 1.1 miles, Est. Time: 0:03:16); 5. Turn right onto 8th Ave (Distance: 0.3 miles, Est. Time: 0:00:53); 6. Turn left at the 3rd cross street onto 13th St (Distance: 0.6 miles, Est. Time: 0:01:51); 7. Turn right onto US-85 S (Distance: 1.4 miles, Est. Time: 0:02:38); 8. Take the US-34 E ramp on the left to Ft Morgan (Distance: 0.8 miles, Est. Time: 0:01:11); 9. Continue onto US-34 E (Distance: 15.3 miles, Est. Time: 0:15:02); 10. Turn left onto Co Rd 69 (Distance: 1.3 miles, Est. Time: 0:01:55); 11. Continue onto Co Rd 380 (Distance: 830.1 feet, Est. Time: 0:00:18); 12. Turn right toward Co Rd 50 (Distance: 272.3 feet, Est. Time: 0:00:09); 13. Continue onto Co Rd 50 (Distance: 0.3 miles, Est. Time: 0:00:35); 14. Continue straight onto Co Rd 69Destination will be on the right (Distance: 1.2 miles, Est. Time: 0:03:33); Total Distance: 22.7 miles, Total Est. Time: 0:33:10; Rig is located 476.0 feet to the E.",1993
0512346807,ROCKIES,Colorado,WELD (CO),,land,"Xtreme Drilling, Inc.",Xtreme 22,Rig Master E80 AC,1500,AC,Skid,KERR MCGEE OIL & GAS ONSHORE LP,MPM FED,12N-8HZ,5/18/2018,40.0603706,-104.8469489,TEMP1339176650,5/7/2018,,18774,NewDrill,GAS,H,WATTENBERG,NIOBRARA,0,12,01N,67.0W,,,,,Jeremiah Jones,281-994-4600,jjones@xdccorp.com,9811 Katy Freewy Ste 225,Houston,TX,77024,http://www.xtremedrillingcorp.com,LISA SCHINDLER,720-929-6092,PO BOX 173779 ,DENVER,CO,80217,N,"1. Head north on 19th Ave toward 9th St (Distance: 262.5 feet, Est. Time: 0:00:29); 2. Turn left at the 1st cross street onto 9th St (Distance: 597.1 feet, Est. Time: 0:00:46); 3. Turn left onto 21st Ave (Distance: 492.1 feet, Est. Time: 0:00:34); 4. Turn left at the 1st cross street onto 10th St (Distance: 1.1 miles, Est. Time: 0:03:16); 5. Turn right onto 8th Ave (Distance: 1.5 miles, Est. Time: 0:04:17); 6. Slight left onto US-85 BUS S (Distance: 1.0 miles, Est. Time: 0:01:43); 7. Continue onto US-85 S (Distance: 15.7 miles, Est. Time: 0:18:31); 8. Continue straight to stay on US-85 S (Distance: 7.8 miles, Est. Time: 0:07:31); 9. Take the CO-52 exit toward Ft Lupton/Dacono (Distance: 0.3 miles, Est. Time: 0:00:36); 10. Turn right onto CO-52 W/State Hwy 52 W (Distance: 1.5 miles, Est. Time: 0:01:46); 11. Turn left onto Co Rd 23 (Distance: 1.4 miles, Est. Time: 0:01:56); Total Distance: 30.5 miles, Total Est. Time: 0:41:25; Rig is located 719.9 feet to the E.",1996
0512340301,ROCKIES,Colorado,WELD (CO),,land,"Patterson-UTI Drilling Company, LLC",Patterson 346,Alta AC,1500,AC,Walking,EXTRACTION OIL & GAS INC,KENNEDY,7N,6/1/2018,40.3180685,-105.0380946,TEMP313342802,4/14/2018,,16061,NewDrill,OIL,H,WATTENBERG,NIOBRARA,0,18,04N,68.0W,,,,,Kelly Cossette,281-765-7100,Kelly.Cossette@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,ALYSSA ANDREWS,720-481-2379,370 17TH ST SUITE 5300 ,DENVER,CO,80202,N,"1. Head north on 19th Ave toward 9th St (Distance: 262.5 feet, Est. Time: 0:00:29); 2. Turn left at the 1st cross street onto 9th St (Distance: 0.4 miles, Est. Time: 0:01:49); 3. Slight right onto US-34 BUS W/W 10th StContinue to follow US-34 BUS WPass by O'Reilly Auto Parts (on the right in 0.9 mi) (Distance: 8.0 miles, Est. Time: 0:12:34); 4. Keep left at the fork and merge onto US-34 W (Distance: 6.8 miles, Est. Time: 0:07:54); 5. Take the Interstate 25 S exit toward Denver (Distance: 843.2 feet, Est. Time: 0:00:20); 6. Merge onto I-25 S (Distance: 6.9 miles, Est. Time: 0:05:53); 7. Take exit 250 for CO-56 W toward Berthoud (Distance: 1076.1 feet, Est. Time: 0:00:19); 8. Turn right onto CO-56 W/E State Hwy 56 (Distance: 2.9 miles, Est. Time: 0:03:04); 9. Turn right onto Co Rd 3 (Distance: 0.9 miles, Est. Time: 0:01:45); Total Distance: 26.4 miles, Total Est. Time: 0:34:07; Rig is located 549.5 feet to the W.",2204
